STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2013,,10059,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2013,,9629,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2014,,9636,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2014,,9699,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2014,,30131,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2016,,71562,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2015,,31765,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2015,,36630,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2004,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2004,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2001,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2003,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2006,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2022,,94107,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2022,,9051,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2000,,23716,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2000,,50664,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2004,,209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2004,,19184,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2002,,18472,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2002,,23215,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2003,,6460,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2003,,25335,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2003,,319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2001,,442,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2001,,50912,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2005,,20982,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2005,,8224,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2006,,80615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2006,,24797,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2008,,33687,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2008,,78444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2021,,25248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2021,,11443,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2010,,26366,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2010,,25152,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2009,,7719,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2009,,756,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2009,,53999,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2011,,12715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2011,,1343,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2011,,24230,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2011,,12337,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2011,,8246,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2012,,11303,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2012,,9690,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2012,,27551,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2016,,31750,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2016,,154380,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2014,,116636,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2014,,35571,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2013,,28452,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2013,,28949,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2018,,30174,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2018,,35544,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2020,,12825,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2020,,12510,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2020,,22256,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2017,,13136,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2017,,12235,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2017,,132313,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2019,,17502,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2019,,23015,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2019,,16782,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2019,,15131,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2002,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2002,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2005,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2007,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2000,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2008,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2003,,0,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2003,,17853,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2001,,17247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2001,,7941,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2001,,25282,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2022,,20787,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2002,,8493,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2002,,403,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2000,,433,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2000,,15969,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2007,,29515,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2007,,543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2007,,82252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2006,,27291,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2005,,52212,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2008,,796,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2008,,32788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2004,,48695,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2004,,6140,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2010,,12105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2010,,9493,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2010,,1180,,A,,,,,,,
